"Identificador URL";Nome;Categorias;"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";Preço;"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";Estoque;SKU;"Código de barras";"Exibir na loja";"Frete gratis";Descrição;Tags;"Título para SEO";"Descrição para SEO";Marca;"Produto Físico";"MPN (Cód. Exclusivo, Modelo Fabricante)";Sexo;"Faixa etária";Custo
sutia-com-bojo-impression-demillus-067577;;;Tamanho;52;Cor;"lilás-místico 11";;;70.99;;0.15;6.00;18.00;18.00;;067577;;;;;;;;;;067577;Feminino;Adulto;
sutia-com-bojo-impression-demillus-067577;;;Tamanho;52;Cor;"branco 20";;;70.99;;0.15;6.00;18.00;18.00;;067577;;;;;;;;;;067577;Feminino;Adulto;
sutia-com-bojo-impression-demillus-067577;;;Tamanho;52;Cor;"preto 27";;;70.99;;0.15;6.00;18.00;18.00;;067577;;;;;;;;;;067577;Feminino;Adulto;
sutia-com-bojo-impression-demillus-067577;;;Tamanho;54;Cor;"carmim 06";;;70.99;;0.15;6.00;18.00;18.00;;067577;;;;;;;;;;067577;Feminino;Adulto;
sutia-com-bojo-impression-demillus-067577;;;Tamanho;54;Cor;"lilás-místico 11";;;70.99;;0.15;6.00;18.00;18.00;;067577;;;;;;;;;;067577;Feminino;Adulto;
sutia-com-bojo-impression-demillus-067577;;;Tamanho;54;Cor;"branco 20";;;70.99;;0.15;6.00;18.00;18.00;;067577;;;;;;;;;;067577;Feminino;Adulto;
sutia-com-bojo-impression-demillus-067577;;;Tamanho;54;Cor;"preto 27";;;70.99;;0.15;6.00;18.00;18.00;;067577;;;;;;;;;;067577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;"Sutiã Top Triângulo Com Bojo Idylle DeMillus (063577)";"Sutiãs, Plus Size";Tamanho;42;Cor;"carmim 06";;;55.99;;0.15;6.00;18.00;18.00;;063577;;SIM;NÃO;;"sutia, sutia demillus, sutia idylle, sutia renda, sutia renda branco, sutia renda lilas, sutia renda preto, sutia rendado, sutia top triangulo, sutia triangulo demillus, sutias";"Sutiã Top Triângulo Com Bojo Idylle DeMillus";"Sutiã Top Triângulo Com Bojo Idylle em exclusiva renda elástica. Taças triangulares em espuma moldada, sem aro. Tamanho 42 a 50. Compre sutiã DeMillus na Queromania.shop loja online.";DeMillus;SIM;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;42;Cor;"lilás-místico 11";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;42;Cor;"marinho 15";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;42;Cor;"branco 20";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;42;Cor;"preto 27";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;44;Cor;"carmim 06";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;44;Cor;"lilás-místico 11";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;44;Cor;"marinho 15";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;44;Cor;"branco 20";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;44;Cor;"preto 27";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;46;Cor;"carmim 06";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;46;Cor;"lilás-místico 11";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;46;Cor;"marinho 15";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;46;Cor;"branco 20";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;46;Cor;"preto 27";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;48;Cor;"carmim 06";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;48;Cor;"lilás-místico 11";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;48;Cor;"marinho 15";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;48;Cor;"branco 20";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;48;Cor;"preto 27";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;50;Cor;"carmim 06";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;50;Cor;"lilás-místico 11";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;50;Cor;"marinho 15";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;50;Cor;"branco 20";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
sutia-top-triangulo-com-bojo-idylle-demillus-063577;;;Tamanho;50;Cor;"preto 27";;;55.99;;0.15;6.00;18.00;18.00;;063577;;;;;;;;;;063577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;"Calcinha Tanga String Idylle DeMillus (053577)";Calcinhas;Tamanho;PE;Cor;"carmin 06";;;24.99;;0.07;3.00;12.00;16.00;;053577;;SIM;NÃO;;"biquini, biquini neon, calcinha, calcinha branca, calcinha demillus, calcinha idylle, calcinha lilas, calcinha neon, calcinha preta, calcinha renda preta, calcinhas, lingerie";"Calcinha Tanga String Idylle DeMillus";"Calcinha Tanga String Idylle DeMilllus, em sofisticada renda elástica com transparência. Tamanho: PE ME GR EG.  Compre DeMillus na Queromania.shop loja online";DeMillus;SIM;053577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;;;Tamanho;PE;Cor;"lilás-místico 11";;;24.99;;0.07;3.00;12.00;16.00;;053577;;;;;;;;;;053577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;;;Tamanho;PE;Cor;"marinho 15";;;24.99;;0.07;3.00;12.00;16.00;;053577;;;;;;;;;;053577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;;;Tamanho;PE;Cor;"branco 20";;;24.99;;0.07;3.00;12.00;16.00;;053577;;;;;;;;;;053577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;;;Tamanho;PE;Cor;"preto 27";;;24.99;;0.07;3.00;12.00;16.00;;053577;;;;;;;;;;053577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;;;Tamanho;ME;Cor;"carmin 06";;;24.99;;0.07;3.00;12.00;16.00;;053577;;;;;;;;;;053577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;;;Tamanho;ME;Cor;"lilás-místico 11";;;24.99;;0.07;3.00;12.00;16.00;;053577;;;;;;;;;;053577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;;;Tamanho;ME;Cor;"marinho 15";;;24.99;;0.07;3.00;12.00;16.00;;053577;;;;;;;;;;053577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;;;Tamanho;ME;Cor;"branco 20";;;24.99;;0.07;3.00;12.00;16.00;;053577;;;;;;;;;;053577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;;;Tamanho;ME;Cor;"preto 27";;;24.99;;0.07;3.00;12.00;16.00;;053577;;;;;;;;;;053577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;;;Tamanho;GR;Cor;"carmin 06";;;24.99;;0.07;3.00;12.00;16.00;;053577;;;;;;;;;;053577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;;;Tamanho;GR;Cor;"lilás-místico 11";;;24.99;;0.07;3.00;12.00;16.00;;053577;;;;;;;;;;053577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;;;Tamanho;GR;Cor;"marinho 15";;;24.99;;0.07;3.00;12.00;16.00;;053577;;;;;;;;;;053577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;;;Tamanho;GR;Cor;"branco 20";;;24.99;;0.07;3.00;12.00;16.00;;053577;;;;;;;;;;053577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;;;Tamanho;GR;Cor;"preto 27";;;24.99;;0.07;3.00;12.00;16.00;;053577;;;;;;;;;;053577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;;;Tamanho;EG;Cor;"carmin 06";;;24.99;;0.07;3.00;12.00;16.00;;053577;;;;;;;;;;053577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;;;Tamanho;EG;Cor;"lilás-místico 11";;;24.99;;0.07;3.00;12.00;16.00;;053577;;;;;;;;;;053577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;;;Tamanho;EG;Cor;"marinho 15";;;24.99;;0.07;3.00;12.00;16.00;;053577;;;;;;;;;;053577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;;;Tamanho;EG;Cor;"branco 20";;;24.99;;0.07;3.00;12.00;16.00;;053577;;;;;;;;;;053577;Feminino;Adulto;
calcinha-tanga-string-idylle-demillus-053577;;;Tamanho;EG;Cor;"preto 27";;;24.99;;0.07;3.00;12.00;16.00;;053577;;;;;;;;;;053577;Feminino;Adulto;
calcinha-biquini-buque-demillus-053148;"Calcinha Biquíni Buquê DeMillus (053148)";Calcinhas;Tamanho;"A ( PP-ME )";Cor;"carmim 06";;;25.99;;0.07;3.00;12.00;13.00;;053148;;NÃO;NÃO;;"biquini, biquini demillus, biquini renda, calcinha, calcinha basica, calcinha biquini, calcinha biquini renda, calcinha demillus, calcinha rendada cintura baixa, calcinha tanga, calcinhas";"Calcinha Biquíni Buquê DeMillus";"Calcinha Biquíni Buquê DeMillus, em renda elástica. Cavas em elástico leve e confortável. Sem elástico na cintura. Encomende calcinha DeMillus na Queromania.shop";DeMillus;SIM;053148;Feminino;Adulto;
calcinha-biquini-buque-demillus-053148;;;Tamanho;"A ( PP-ME )";Cor;"branco 20";;;25.99;;0.07;3.00;12.00;13.00;;053148;;;;;;;;;;053148;Feminino;Adulto;
calcinha-biquini-buque-demillus-053148;;;Tamanho;"A ( PP-ME )";Cor;"preto 27";;;25.99;;0.07;3.00;12.00;13.00;;053148;;;;;;;;;;053148;Feminino;Adulto;
calcinha-biquini-buque-demillus-053148;;;Tamanho;"A ( PP-ME )";Cor;"vinho-barolo 50";;;25.99;;0.07;3.00;12.00;13.00;;053148;;;;;;;;;;053148;Feminino;Adulto;
calcinha-biquini-buque-demillus-053148;;;Tamanho;"A ( PP-ME )";Cor;"framboesa 97";;;25.99;;0.07;3.00;12.00;13.00;;053148;;;;;;;;;;053148;Feminino;Adulto;
calcinha-biquini-buque-demillus-053148;;;Tamanho;"B ( GR-EG )";Cor;"carmim 06";;;25.99;;0.07;3.00;12.00;13.00;;053148;;;;;;;;;;053148;Feminino;Adulto;
calcinha-biquini-buque-demillus-053148;;;Tamanho;"B ( GR-EG )";Cor;"branco 20";;;25.99;;0.07;3.00;12.00;13.00;;053148;;;;;;;;;;053148;Feminino;Adulto;
calcinha-biquini-buque-demillus-053148;;;Tamanho;"B ( GR-EG )";Cor;"preto 27";;;25.99;;0.07;3.00;12.00;13.00;;053148;;;;;;;;;;053148;Feminino;Adulto;
calcinha-biquini-buque-demillus-053148;;;Tamanho;"B ( GR-EG )";Cor;"vinho-barolo 50";;;25.99;;0.07;3.00;12.00;13.00;;053148;;;;;;;;;;053148;Feminino;Adulto;
calcinha-biquini-buque-demillus-053148;;;Tamanho;"B ( GR-EG )";Cor;"framboesa 97";;;25.99;;0.07;3.00;12.00;13.00;;053148;;;;;;;;;;053148;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;"Sutiã Sem Bojo Bourbon DeMillus (061407)";"Sutiãs, Plus Size";Tamanho;42;Cor;"branco 20";;;26.99;;0.15;3.00;13.00;14.00;;061407;;SIM;NÃO;;"cotele, demillus, lingerie, plus size, sem bojo, sutia, sutia cotele, sutia demillus, sutia demillus preto, sutia elastano cotele, sutia nude, sutia plus size, sutia sem aro, sutia sem bojo, sutia sem bojo sem aro, sutia sem espuma, sutias";"Sutiã Sem Bojo Bourbon DeMillus";"Sutiã Sem Bojo Bourbon DeMillus, em elastano cotelê, confortável, elásticos leves e sem costuras laterais. ";DeMillus;SIM;061407;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;;;Tamanho;42;Cor;"preto 27";;;26.99;;0.15;3.00;13.00;14.00;;061407;;;;;;;;;;061407;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;;;Tamanho;42;Cor;"vinho-barolo 50";;;26.99;;0.15;3.00;13.00;14.00;;061407;;;;;;;;;;061407;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;;;Tamanho;42;Cor;"bege-rosado 55";;;26.99;;0.15;3.00;13.00;14.00;;061407;;;;;;;;;;061407;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;;;Tamanho;44;Cor;"branco 20";;;26.99;;0.15;3.00;13.00;14.00;;061407;;;;;;;;;;061407;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;;;Tamanho;44;Cor;"preto 27";;;26.99;;0.15;3.00;13.00;14.00;;061407;;;;;;;;;;061407;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;;;Tamanho;44;Cor;"vinho-barolo 50";;;26.99;;0.15;3.00;13.00;14.00;;061407;;;;;;;;;;061407;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;;;Tamanho;44;Cor;"bege-rosado 55";;;26.99;;0.15;3.00;13.00;14.00;;061407;;;;;;;;;;061407;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;;;Tamanho;46;Cor;"branco 20";;;26.99;;0.15;3.00;13.00;14.00;;061407;;;;;;;;;;061407;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;;;Tamanho;46;Cor;"preto 27";;;26.99;;0.15;3.00;13.00;14.00;;061407;;;;;;;;;;061407;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;;;Tamanho;46;Cor;"vinho-barolo 50";;;26.99;;0.15;3.00;13.00;14.00;;061407;;;;;;;;;;061407;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;;;Tamanho;46;Cor;"bege-rosado 55";;;26.99;;0.15;3.00;13.00;14.00;;061407;;;;;;;;;;061407;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;;;Tamanho;48;Cor;"branco 20";;;26.99;;0.15;3.00;13.00;14.00;;061407;;;;;;;;;;061407;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;;;Tamanho;48;Cor;"preto 27";;;26.99;;0.15;3.00;13.00;14.00;;061407;;;;;;;;;;061407;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;;;Tamanho;48;Cor;"vinho-barolo 50";;;26.99;;0.15;3.00;13.00;14.00;;061407;;;;;;;;;;061407;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;;;Tamanho;48;Cor;"bege-rosado 55";;;26.99;;0.15;3.00;13.00;14.00;;061407;;;;;;;;;;061407;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;;;Tamanho;50;Cor;"branco 20";;;26.99;;0.15;3.00;13.00;14.00;;061407;;;;;;;;;;061407;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;;;Tamanho;50;Cor;"preto 27";;;26.99;;0.15;3.00;13.00;14.00;;061407;;;;;;;;;;061407;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;;;Tamanho;50;Cor;"vinho-barolo 50";;;26.99;;0.15;3.00;13.00;14.00;;061407;;;;;;;;;;061407;Feminino;Adulto;
sutia-sem-bojo-bourbon-demillus-061407;;;Tamanho;50;Cor;"bege-rosado 55";;;26.99;;0.15;3.00;13.00;14.00;;061407;;;;;;;;;;061407;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;"Calcinha Cavada Abrupt DeMillus (056095)";"Calcinhas, Plus Size";Tamanho;PE;Cor;"branco 20";;;27.99;;0.07;3.00;12.00;16.00;;056095;;SIM;NÃO;;"calcinha, calcinha basica, calcinha basica demillus, calcinha cintura alta, calcinha cintura alta demillus, calcinha cotele, calcinha elastano cotele, calcinha plus size, calcinha plus size demillus, calcinha tamanho grande, calcinhas, cotele, plus size";"Calcinha Cavada Abrupt DeMillus";"Calcinha Cavada Abrupt DeMillus, em elastano com efeito cotelê. Cintura alta e pernas cavadas. Veste tamanho XG/50. Compre calcinha plus size na Queromania.shop";DeMillus;SIM;056095;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;;;Tamanho;PE;Cor;"preto 27";;;27.99;;0.07;3.00;12.00;16.00;;056095;;;;;;;;;;056095;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;;;Tamanho;PE;Cor;"vinho-barolo 50";;;27.99;;0.07;3.00;12.00;16.00;;056095;;;;;;;;;;056095;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;;;Tamanho;PE;Cor;"bege-rosado 55";;;27.99;;0.07;3.00;12.00;16.00;;056095;;;;;;;;;;056095;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;;;Tamanho;ME;Cor;"branco 20";;;27.99;;0.07;3.00;12.00;16.00;;056095;;;;;;;;;;056095;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;;;Tamanho;ME;Cor;"preto 27";;;27.99;;0.07;3.00;12.00;16.00;;056095;;;;;;;;;;056095;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;;;Tamanho;ME;Cor;"vinho-barolo 50";;;27.99;;0.07;3.00;12.00;16.00;;056095;;;;;;;;;;056095;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;;;Tamanho;ME;Cor;"bege-rosado 55";;;27.99;;0.07;3.00;12.00;16.00;;056095;;;;;;;;;;056095;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;;;Tamanho;GR;Cor;"branco 20";;;27.99;;0.07;3.00;12.00;16.00;;056095;;;;;;;;;;056095;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;;;Tamanho;GR;Cor;"preto 27";;;27.99;;0.07;3.00;12.00;16.00;;056095;;;;;;;;;;056095;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;;;Tamanho;GR;Cor;"vinho-barolo 50";;;27.99;;0.07;3.00;12.00;16.00;;056095;;;;;;;;;;056095;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;;;Tamanho;GR;Cor;"bege-rosado 55";;;27.99;;0.07;3.00;12.00;16.00;;056095;;;;;;;;;;056095;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;;;Tamanho;EG;Cor;"branco 20";;;27.99;;0.07;3.00;12.00;16.00;;056095;;;;;;;;;;056095;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;;;Tamanho;EG;Cor;"preto 27";;;27.99;;0.07;3.00;12.00;16.00;;056095;;;;;;;;;;056095;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;;;Tamanho;EG;Cor;"vinho-barolo 50";;;27.99;;0.07;3.00;12.00;16.00;;056095;;;;;;;;;;056095;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;;;Tamanho;EG;Cor;"bege-rosado 55";;;27.99;;0.07;3.00;12.00;16.00;;056095;;;;;;;;;;056095;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;;;Tamanho;XG;Cor;"branco 20";;;27.99;;0.07;3.00;12.00;16.00;;056095;;;;;;;;;;056095;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;;;Tamanho;XG;Cor;"preto 27";;;27.99;;0.07;3.00;12.00;16.00;;056095;;;;;;;;;;056095;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;;;Tamanho;XG;Cor;"vinho-barolo 50";;;27.99;;0.07;3.00;12.00;16.00;;056095;;;;;;;;;;056095;Feminino;Adulto;
calcinha-cavada-abrupt-demillus-056095;;;Tamanho;XG;Cor;"bege-rosado 55";;;27.99;;0.07;3.00;12.00;16.00;;056095;;;;;;;;;;056095;Feminino;Adulto;
sutia-sem-bojo-poas-demillus-061411;"Sutiã Sem Bojo Poás DeMillus (061411)";"Sutiãs, Plus Size";Tamanho;42;Cor;"pérola 14";;;22.99;;0.13;3.00;13.00;14.00;;061411;;NÃO;NÃO;;"lingerie, plus size, sutia, sutia basico, sutia demillus, sutia elastano poa, sutia plus size demillus, sutia plus size sem aro, sutia plus size sem bojo, sutia poas, sutia seios volumosos, sutia sem aro, sutia sem bojo, sutia sem bojo sem aro, sutia sem espuma, sutia sustentacao, sutia tamanho grande, sutias";"Sutiã Sem Bojo Poás DeMillus";"Sutiã Sem Bojo Poás DeMillus, confortável para o dia a dia, em elastano com relevo poás. Sem aro, sem espuma. Tamanho 42 a 50. Compre sutiã plus size na Queromania.";DeMillus;SIM;061411;Feminino;Adulto;
sutia-sem-bojo-poas-demillus-061411;;;Tamanho;42;Cor;"preto 27";;;22.99;;0.13;3.00;13.00;14.00;;061411;;;;;;;;;;061411;Feminino;Adulto;
sutia-sem-bojo-poas-demillus-061411;;;Tamanho;42;Cor;"bege-rosado 55";;;22.99;;0.13;3.00;13.00;14.00;;061411;;;;;;;;;;061411;Feminino;Adulto;
sutia-sem-bojo-poas-demillus-061411;;;Tamanho;44;Cor;"pérola 14";;;22.99;;0.13;3.00;13.00;14.00;;061411;;;;;;;;;;061411;Feminino;Adulto;
sutia-sem-bojo-poas-demillus-061411;;;Tamanho;44;Cor;"preto 27";;;22.99;;0.13;3.00;13.00;14.00;;061411;;;;;;;;;;061411;Feminino;Adulto;
sutia-sem-bojo-poas-demillus-061411;;;Tamanho;44;Cor;"bege-rosado 55";;;22.99;;0.13;3.00;13.00;14.00;;061411;;;;;;;;;;061411;Feminino;Adulto;
sutia-sem-bojo-poas-demillus-061411;;;Tamanho;46;Cor;"pérola 14";;;22.99;;0.13;3.00;13.00;14.00;;061411;;;;;;;;;;061411;Feminino;Adulto;
sutia-sem-bojo-poas-demillus-061411;;;Tamanho;46;Cor;"preto 27";;;22.99;;0.13;3.00;13.00;14.00;;061411;;;;;;;;;;061411;Feminino;Adulto;
sutia-sem-bojo-poas-demillus-061411;;;Tamanho;46;Cor;"bege-rosado 55";;;22.99;;0.13;3.00;13.00;14.00;;061411;;;;;;;;;;061411;Feminino;Adulto;
sutia-sem-bojo-poas-demillus-061411;;;Tamanho;48;Cor;"pérola 14";;;22.99;;0.13;3.00;13.00;14.00;;061411;;;;;;;;;;061411;Feminino;Adulto;
sutia-sem-bojo-poas-demillus-061411;;;Tamanho;48;Cor;"preto 27";;;22.99;;0.13;3.00;13.00;14.00;;061411;;;;;;;;;;061411;Feminino;Adulto;
sutia-sem-bojo-poas-demillus-061411;;;Tamanho;48;Cor;"bege-rosado 55";;;22.99;;0.13;3.00;13.00;14.00;;061411;;;;;;;;;;061411;Feminino;Adulto;
sutia-sem-bojo-poas-demillus-061411;;;Tamanho;50;Cor;"pérola 14";;;22.99;;0.13;3.00;13.00;14.00;;061411;;;;;;;;;;061411;Feminino;Adulto;
sutia-sem-bojo-poas-demillus-061411;;;Tamanho;50;Cor;"preto 27";;;22.99;;0.13;3.00;13.00;14.00;;061411;;;;;;;;;;061411;Feminino;Adulto;
sutia-sem-bojo-poas-demillus-061411;;;Tamanho;50;Cor;"bege-rosado 55";;;22.99;;0.13;3.00;13.00;14.00;;061411;;;;;;;;;;061411;Feminino;Adulto;
meia-sapatilha-infantil-demillus-200683;"Meia Sapatilha Infantil DeMillus (200683)";Infantil;Tamanho;"A ( 21-24 )";Cor;"lavanda 34";;;22.99;;0.07;3.00;12.00;16.00;;200683;;SIM;NÃO;;"meia infantil, meia sapatilha, meia sapatilha antiderrapante, meia sapatilha arco-iris, meia sapatilha infantil, meia sapatilha panda";"Meia Sapatilha Infantil DeMillus";"Meia Sapatilha Infantil DeMillus, em algodão, com antiderrapante. Compre meia sapatilha na Queromania.shop loja online";DeMillus;SIM;20683;Unissex;"5 a 13 anos";
meia-sapatilha-infantil-demillus-200683;;;Tamanho;"A ( 21-24 )";Cor;"azul-astral 58";;;22.99;;0.07;3.00;12.00;16.00;;200683;;;;;;;;;;20683;Unissex;"5 a 13 anos";
meia-sapatilha-infantil-demillus-200683;;;Tamanho;"B ( 25-28 )";Cor;"lavanda 34";;;22.99;;0.07;3.00;12.00;16.00;;200683;;;;;;;;;;20683;Unissex;"5 a 13 anos";
meia-sapatilha-infantil-demillus-200683;;;Tamanho;"B ( 25-28 )";Cor;"azul-astral 58";;;22.99;;0.07;3.00;12.00;16.00;;200683;;;;;;;;;;20683;Unissex;"5 a 13 anos";
meia-sapatilha-infantil-demillus-200683;;;Tamanho;"C ( 29-32 )";Cor;"lavanda 34";;;22.99;;0.07;3.00;12.00;16.00;;200683;;;;;;;;;;20683;Unissex;"5 a 13 anos";
meia-sapatilha-infantil-demillus-200683;;;Tamanho;"C ( 29-32 )";Cor;"azul-astral 58";;;22.99;;0.07;3.00;12.00;16.00;;200683;;;;;;;;;;20683;Unissex;"5 a 13 anos";
